Date,Open,High,Low,Close,Volume
2010/2/1,60.740002,61.860001,60.720001,61.700001,5919900
2010/2/2,61.290001,62,61,61.939999,7862300
2010/2/3,61.52,61.799999,60.849998,61.459999,5480600
2010/2/4,60.950001,61.169998,59.25,59.32,7490700
2010/2/5,59.209999,59.740002,57.139999,58.400002,9675700
2010/2/8,58.330002,58.970001,57.779999,57.889999,4724500
2010/2/9,58.619999,60.43,58.389999,59.740002,8250900
2010/2/10,59.709999,60.049999,58.939999,59.540001,4237100
2010/2/11,59.75,60.75,58.939999,60.59,4395800
2010/2/12,59.869999,59.919998,58.93,59.650002,5178300
2010/2/16,60.419998,61.290001,59.900002,61.259998,4268700
2010/2/17,61.389999,62,61,61.82,4116200
2010/2/18,61.779999,63.009998,61.720001,62.889999,4390300
2010/2/19,62.650002,64.339996,62.650002,63.59,7371100
2010/2/22,63.580002,64.470001,63.189999,63.970001,6034100
2010/2/23,63.810001,64.169998,62.25,62.77,6483800
2010/2/24,63,63.700001,62.639999,63.48,3400400
2010/2/25,62.720001,62.970001,62,62.869999,5043100
2010/2/26,63.09,63.880001,63.029999,63.16,4416000
2010/3/1,63.049999,64.330002,63,64,5265600
2010/3/2,64.639999,65.330002,64.360001,64.440002,4383200
2010/3/3,64.580002,64.970001,64.050003,64.449997,4289400
2010/3/4,65.089996,65.800003,64.849998,65.550003,7718700
2010/3/5,66.059998,68.040001,66.029999,67.93,8505600
2010/3/8,68.010002,68.010002,67.129997,67.239998,5075600
2010/3/9,67.57,68.339996,67.349998,67.790001,7655900
2010/3/10,68.139999,70.480003,68.029999,70.010002,10616500
2010/3/11,70.080002,70.43,69.150002,70.07,7289500
2010/3/12,70.480003,70.489998,69.25,69.830002,5302100
2010/3/15,69.370003,69.769997,68.519997,69.400002,7709000
2010/3/16,69.239998,69.32,68.300003,68.720001,7494400
2010/3/17,68.970001,69.489998,68.290001,69.379997,6004300
2010/3/18,69.349998,70.93,69.190002,70.870003,7433700
2010/3/19,70.720001,73.300003,70.720001,70.720001,17722500
2010/3/22,71.660004,72.639999,71.510002,71.910004,9013600
2010/3/23,72.540001,72.629997,71.510002,72.18,4985400
2010/3/24,72.419998,73.199997,71.779999,72.32,7700000
2010/3/25,72.949997,73.43,72,72.489998,5431000
2010/3/26,72.660004,72.989998,72.349998,72.589996,4933700
2010/3/29,73.080002,74.529999,73,74.110001,9064200
2010/3/30,73.839996,74.18,72.699997,73.529999,4381300
2010/3/31,72.919998,73.059998,71.949997,72.610001,5884600
2010/4/1,73.239998,73.510002,72.300003,72.989998,4411000
2010/4/5,72.989998,73.050003,70.949997,72.040001,9326300
2010/4/6,71.839996,73.18,71.769997,72.360001,5193800
2010/4/7,72.160004,72.519997,71.470001,72.099998,6717200
2010/4/8,71.889999,72.459999,71.209999,72.279999,3741500
2010/4/9,72.260002,72.660004,71.809998,72.419998,3345700
2010/4/12,72.150002,72.57,71.800003,71.919998,3666100
2010/4/13,71.540001,71.690002,70.5,71.190002,5079300
2010/4/14,70.830002,71.760002,70.809998,71.699997,3495900
2010/4/15,71.339996,72.610001,71.339996,72.089996,2943700
2010/4/16,72.099998,72.099998,69.879997,70.790001,8071300
2010/4/19,70.269997,71.279999,70.160004,70.959999,4203100
2010/4/20,71.540001,71.980003,70.949997,71.410004,4759600
2010/4/21,71.510002,74.650002,71.510002,74.160004,12035700
2010/4/22,74.459999,76,73.68,75.589996,9088900
2010/4/23,75.040001,75.68,74.550003,75.129997,5198200
2010/4/26,74.580002,75.290001,74.139999,74.339996,4023900
2010/4/27,74.650002,74.93,72.230003,72.480003,6048300
2010/4/28,72.949997,72.989998,71.339996,72.370003,5699500
2010/4/29,73,74,72.669998,73.790001,5202000
2010/4/30,73.800003,74.480003,72.260002,72.43,5600900
2010/5/3,72.620003,74.699997,72.459999,74.389999,5407700
2010/5/4,73.309998,73.449997,72.230003,72.790001,6229300
2010/5/5,71.900002,72.040001,70.440002,71,5509200
2010/5/6,70.660004,71.489998,62,67.970001,13769700
2010/5/7,68.290001,69.120003,65.800003,66.720001,8926100
2010/5/10,69.959999,71.730003,69.800003,71,8841700
2010/5/11,70.309998,72.669998,70.139999,71.419998,6550300
2010/5/12,72.040001,73.370003,72.040001,72.870003,6330100
2010/5/13,72.660004,73.300003,71.559998,71.760002,3952900
2010/5/14,71.080002,71.400002,68.980003,69.82,7952800
2010/5/17,70.360001,70.370003,67.620003,69.68,4813600
2010/5/18,69.889999,70.129997,67.300003,67.720001,8881500
2010/5/19,66.849998,67.550003,65.290001,66.209999,9974000
